"csp","duree","oppo","age","sexe","interdit","cableue","assurvi","soldevu","eparlog","eparliv","credhab","credcon","versesp","retresp","remiche","preltre","prelfin","viredeb","virecre","porttit"
"cadsu","dp12","non","ai45","hom","non","oui","non","n1","nul","fai","oui","fai","non","fai","nul","nul","nul","nul","fai","nul"
"emplo","dp12","non","ai35","fem","oui","non","non","p1","nul","nul","non","nul","non","moy","nul","nul","moy","fai","moy","nul"
"inact","dp12","non","ai45","hom","non","oui","non","p3","nul","nul","non","nul","non","fai","nul","nul","nul","moy","for","nul"
"retra","d812","non","ai75","hom","non","non","non","p4","nul","for","non","nul","non","fai","nul","moy","nul","nul","fai","nul"
"retra","dp12","non","ai75","hom","non","non","oui","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"emplo","dp12","non","ai75","hom","non","non","non","p4","nul","nul","non","nul","non","fai","fai","moy","nul","fai","for","for"
"inact","d48","non","ai75","hom","non","non","non","p3","fai","for","non","nul","non","fai","for","nul","nul","fai","moy","for"
"inter","d812","non","ai75","hom","non","oui","non","p4","nul","fai","non","nul","non","fai","for","nul","fai","for","for","moy"
"emplo","dp12","non","ai55","hom","non","oui","oui","p2","nul","fai","non","fai","non","fai","nul","moy","nul","moy","for","nul"
"cadsu","d48","non","ai75","hom","non","non","non","p1","for","for","non","nul","non","fai","nul","nul","nul","nul","nul","for"
"inter","dp12","non","ai75","hom","non","oui","oui","p2","nul","nul","non","nul","oui","fai","fai","moy","moy","moy","for","nul"
"cadsu","dp12","non","ai45","hom","non","oui","non","p4","nul","nul","oui","nul","non","for","fai","nul","nul","fai","for","for"
"artis","dp12","non","ai75","hom","non","oui","non","p2","nul","fai","oui","nul","non","moy","fai","nul","nul","fai","for","moy"
"artis","dm2","non","ai45","hom","oui","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","for","nul","for"
"artis","d48","non","ai45","hom","non","oui","oui","n2","nul","nul","non","fai","non","fai","for","nul","nul","for","moy","nul"
"inter","dm2","non","ai35","hom","non","oui","non","p2","nul","nul","non","nul","non","fai","nul","nul","nul","nul","fai","nul"
"ouvri","dp12","oui","ai45","hom","non","oui","oui","p2","nul","nul","non","for","non","fai","fai","fai","fai","fai","for","nul"
"cadsu","dp12","oui","ai55","hom","non","non","oui","p4","nul","nul","non","nul","non","fai","moy","nul","nul","for","for","for"
"ouvri","dp12","non","ai55","hom","non","non","non","p2","nul","fai","non","nul","non","fai","nul","fai","nul","fai","moy","nul"
"ouvri","d812","non","ai35","hom","non","oui","non","p1","nul","fai","non","nul","non","fai","for","nul","nul","nul","fai","nul"
"emplo","dp12","oui","ai55","hom","non","non","non","p3","nul","nul","non","nul","non","fai","fai","moy","nul","nul","for","nul"
"ouvri","dp12","non","ai55","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","fai","nul"
"ouvri","dm2","non","ai45","hom","non","non","non","p3","nul","nul","non","fai","non","fai","fai","fai","nul","fai","for","nul"
"retra","dm2","non","ai75","hom","non","non","non","p1","nul","nul","non","nul","non","fai","fai","nul","nul","nul","fai","nul"
"retra","d24","non","ai75","hom","non","non","non","n1","nul","nul","non","fai","non","fai","nul","nul","nul","nul","nul","nul"
"retra","dp12","non","ai75","hom","non","non","non","p3","nul","fai","non","nul","non","for","fai","nul","nul","fai","fai","nul"
"inter","dp12","non","ai55","hom","non","non","non","p2","fai","nul","oui","nul","oui","fai","moy","nul","nul","fai","fai","nul"
"cadsu","d24","non","ai45","fem","non","non","non","p2","nul","nul","non","nul","non","for","nul","nul","nul","nul","for","nul"
"ouvri","dp12","non","ai35","hom","non","oui","non","p1","nul","nul","non","nul","oui","fai","nul","fai","nul","nul","fai","nul"
"inter","dp12","non","ai55","hom","non","non","non","p1","nul","nul","non","for","non","fai","fai","nul","nul","fai","moy","nul"
"emplo","dp12","non","ai45","hom","non","oui","oui","n1","nul","nul","non","for","non","fai","fai","fai","nul","fai","for","nul"
"ouvri","dp12","non","ai45","hom","non","oui","non","p1","nul","fai","non","nul","non","fai","nul","nul","nul","fai","fai","nul"
"artis","dp12","oui","ai45","hom","non","oui","oui","n1","fai","nul","non","nul","non","fai","fai","nul","nul","fai","for","for"
"ouvri","dp12","non","ai45","hom","non","oui","non","p2","nul","fai","oui","for","non","fai","nul","nul","nul","fai","for","nul"
"inter","d812","non","ai35","hom","non","oui","non","p2","nul","nul","non","nul","non","fai","for","nul","nul","fai","nul","fai"
"emplo","d812","non","ai35","hom","non","non","oui","n2","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"artis","d48","non","ai45","hom","non","non","non","p2","nul","nul","oui","nul","non","fai","nul","nul","nul","nul","fai","nul"
"retra","dm2","non","ai75","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","moy"
"ouvri","d812","oui","ai45","hom","non","non","non","p3","nul","fai","non","nul","non","moy","moy","nul","nul","nul","fai","nul"
"cadsu","dp12","non","ai35","hom","non","oui","non","p1","nul","fai","non","nul","oui","fai","moy","nul","nul","fai","fai","nul"
"ouvri","d812","non","ai45","hom","non","oui","oui","n1","fai","nul","oui","for","oui","fai","for","nul","moy","fai","fai","nul"
"ouvri","dp12","oui","ai45","hom","non","oui","oui","p1","nul","nul","non","nul","oui","fai","fai","fai","fai","fai","moy","nul"
"inter","dp12","non","ai45","hom","non","oui","non","p4","for","nul","oui","for","non","fai","moy","nul","nul","for","for","nul"
"ouvri","d812","non","ai45","hom","non","oui","oui","n2","nul","nul","non","for","non","fai","nul","fai","nul","fai","fai","nul"
"emplo","dp12","non","ai75","hom","non","non","non","p3","nul","nul","non","nul","non","moy","fai","nul","nul","nul","fai","nul"
"retra","dp12","non","ai75","hom","non","oui","oui","p2","nul","fai","non","nul","non","moy","nul","fai","nul","fai","for","nul"
"emplo","dp12","non","ai35","hom","non","non","non","p1","nul","nul","non","nul","non","fai","fai","nul","fai","fai","moy","nul"
"inter","dp12","non","ai45","hom","oui","non","oui","p3","for","fai","non","nul","non","fai","moy","fai","nul","moy","moy","nul"
"ouvri","dp12","non","ai45","hom","non","non","oui","p1","nul","nul","non","nul","non","fai","fai","nul","nul","fai","nul","nul"
"emplo","dp12","oui","ai55","hom","non","non","non","p3","for","fai","non","nul","non","moy","nul","nul","nul","fai","moy","nul"
"ouvri","dp12","non","ai55","hom","non","non","non","p2","nul","nul","non","fai","non","moy","nul","nul","nul","fai","moy","nul"
"ouvri","dp12","non","ai55","hom","non","oui","non","p3","nul","nul","non","nul","non","fai","nul","nul","nul","nul","moy","nul"
"ouvri","dp12","non","ai45","hom","non","non","non","p2","nul","nul","oui","nul","oui","fai","fai","fai","nul","fai","moy","nul"
"ouvri","dp12","non","ai45","hom","non","non","non","p4","nul","nul","non","fai","non","fai","moy","nul","nul","fai","for","nul"
"emplo","dp12","non","ai55","hom","non","oui","non","p4","nul","nul","non","nul","non","for","for","moy","nul","for","for","nul"
"emplo","dp12","non","ai55","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","fai","fai","nul"
"cadsu","dp12","non","ai55","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"emplo","dp12","oui","ai55","hom","non","oui","non","p2","nul","nul","non","fai","non","fai","fai","fai","moy","fai","for","nul"
"emplo","dp12","non","ai75","hom","non","non","non","p2","nul","nul","non","nul","non","moy","fai","nul","nul","nul","fai","nul"
"ouvri","d812","non","ai45","hom","non","non","non","p1","nul","fai","oui","nul","non","moy","fai","nul","nul","nul","fai","nul"
"cadsu","d24","non","ai55","hom","non","oui","oui","n2","nul","nul","non","nul","non","fai","nul","nul","moy","fai","nul","nul"
"cadsu","dp12","non","ai75","hom","non","non","non","p2","nul","nul","non","nul","non","moy","nul","fai","nul","fai","fai","nul"
"cadsu","dp12","non","ai75","hom","non","non","non","n2","nul","nul","oui","nul","non","fai","nul","nul","nul","nul","nul","nul"
"inter","dp12","non","ai75","hom","non","oui","oui","n1","nul","fai","non","nul","non","fai","fai","nul","nul","for","for","for"
"ouvri","dp12","non","ai45","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"ouvri","dp12","non","ai75","hom","non","oui","oui","n1","nul","nul","non","nul","non","fai","moy","moy","nul","fai","for","nul"
"ouvri","dp12","non","ai45","hom","non","non","oui","n1","nul","nul","non","nul","non","fai","nul","nul","nul","fai","nul","nul"
"emplo","dp12","non","ai55","hom","non","oui","non","p2","nul","fai","non","fai","non","fai","fai","nul","nul","fai","moy","nul"
"inter","d24","non","ai55","hom","non","non","non","p2","for","for","non","nul","non","fai","nul","nul","nul","nul","fai","moy"
"retra","dp12","non","ai75","hom","oui","non","oui","p4","nul","for","non","nul","non","for","nul","nul","nul","nul","for","for"
"artis","dp12","non","ai75","hom","non","non","oui","p1","for","for","oui","nul","non","fai","nul","nul","nul","fai","fai","fai"
"emplo","dp12","non","ai55","hom","non","non","non","p4","nul","nul","oui","nul","non","moy","fai","moy","nul","fai","for","nul"
"inter","dp12","non","ai55","hom","non","non","non","n1","nul","nul","non","nul","non","fai","nul","nul","fai","for","moy","nul"
"ouvri","dp12","non","ai35","hom","non","non","non","n1","fai","nul","oui","nul","non","fai","nul","nul","nul","moy","moy","nul"
"ouvri","dp12","non","ai75","hom","non","oui","non","p3","nul","fai","non","fai","non","fai","fai","nul","nul","moy","for","nul"
"cadsu","d812","non","ai55","hom","non","oui","non","p2","nul","nul","oui","nul","non","moy","fai","nul","nul","fai","for","fai"
"ouvri","d812","non","ai45","hom","non","oui","non","p1","nul","nul","non","nul","non","fai","nul","nul","fai","fai","fai","nul"
"emplo","d812","non","ai75","hom","non","oui","non","p4","nul","nul","non","nul","non","moy","nul","nul","nul","fai","moy","nul"
"cadsu","dp12","non","ai55","hom","non","non","non","p3","nul","nul","non","for","non","moy","for","nul","nul","fai","for","nul"
"inter","d812","non","ai55","hom","non","oui","non","n2","nul","nul","non","for","non","fai","nul","nul","nul","fai","moy","nul"
"ouvri","dp12","non","ai55","hom","non","non","oui","p3","nul","nul","non","nul","non","fai","nul","nul","nul","fai","for","nul"
"inter","d812","non","ai35","hom","non","non","non","p1","nul","nul","non","nul","non","fai","fai","nul","nul","moy","nul","nul"
"artis","d812","oui","ai55","hom","non","non","oui","p1","fai","nul","oui","nul","non","fai","moy","moy","nul","for","nul","nul"
"ouvri","dp12","oui","ai35","hom","non","non","non","p1","nul","nul","oui","nul","non","fai","nul","nul","nul","nul","fai","nul"
"emplo","d812","non","ai45","hom","non","oui","oui","p1","nul","nul","non","for","oui","fai","fai","moy","nul","nul","moy","nul"
"artis","d812","non","ai75","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"cadsu","dm2","non","ai55","hom","non","non","non","n1","nul","nul","non","for","non","fai","nul","nul","nul","nul","fai","nul"
"inter","dp12","non","ai55","hom","non","oui","non","p4","nul","nul","non","nul","oui","for","for","nul","moy","for","for","for"
"ouvri","d812","non","ai35","hom","non","oui","oui","n1","nul","fai","non","fai","non","fai","nul","fai","fai","fai","for","nul"
"retra","dp12","non","ai75","hom","non","non","non","p4","nul","nul","non","nul","non","moy","fai","fai","nul","fai","for","nul"
"cadsu","dp12","non","ai75","hom","non","oui","oui","p4","nul","fai","non","for","non","moy","moy","nul","nul","for","for","nul"
"ouvri","d812","non","ai55","hom","non","oui","non","p1","nul","nul","non","nul","oui","fai","fai","nul","nul","nul","nul","nul"
"inter","d812","oui","ai45","hom","non","oui","non","p1","nul","nul","oui","fai","non","moy","for","nul","nul","for","nul","nul"
"ouvri","dp12","non","ai45","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"ouvri","dp12","non","ai35","hom","non","oui","non","n1","nul","nul","non","nul","non","fai","nul","nul","nul","moy","fai","nul"
"cadsu","dp12","non","ai45","hom","non","non","non","n1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","fai"
"ouvri","dp12","non","ai45","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"artis","dp12","non","ai55","hom","non","non","oui","p1","nul","nul","non","nul","non","fai","fai","nul","nul","fai","nul","nul"
"ouvri","dp12","non","ai55","hom","non","oui","non","p2","for","for","non","nul","non","fai","for","moy","nul","fai","nul","fai"
"ouvri","d48","oui","ai45","hom","non","non","non","n1","nul","nul","oui","nul","non","fai","nul","nul","nul","fai","nul","nul"
"ouvri","dp12","non","ai45","hom","non","non","oui","n2","nul","nul","non","for","non","fai","fai","fai","nul","fai","fai","nul"
"ouvri","dp12","oui","ai45","hom","non","non","non","p1","nul","nul","non","nul","oui","fai","nul","nul","nul","fai","fai","nul"
"ouvri","dp12","non","ai75","hom","non","non","oui","p4","fai","fai","non","nul","non","moy","for","nul","nul","nul","nul","nul"
"etudi","dp12","non","ai25","hom","non","non","non","p1","nul","fai","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"ouvri","dp12","non","ai55","hom","non","non","non","p1","nul","nul","non","nul","non","fai","fai","nul","nul","moy","fai","nul"
"cadsu","d812","non","ai45","hom","oui","non","oui","n1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"ouvri","dp12","non","ai75","hom","non","oui","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","moy","for","nul"
"artis","dp12","non","ai55","hom","oui","non","non","n1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"ouvri","d812","non","ai55","hom","non","non","non","p2","nul","for","non","nul","non","moy","nul","nul","nul","nul","nul","nul"
"emplo","d812","non","ai45","hom","non","oui","non","n2","nul","fai","oui","fai","non","fai","for","nul","nul","for","moy","nul"
"retra","dp12","non","ai75","hom","non","non","oui","p1","nul","fai","non","nul","non","fai","nul","nul","nul","nul","nul","for"
"emplo","d812","non","ai45","hom","non","non","non","n1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","fai","nul"
"artis","d812","non","ai75","hom","non","non","non","p2","nul","nul","oui","nul","non","fai","nul","nul","nul","nul","nul","moy"
"inter","d812","non","ai55","hom","non","oui","oui","n2","nul","nul","non","for","non","fai","moy","nul","nul","moy","moy","nul"
"cadsu","dp12","non","ai45","hom","non","oui","non","n2","nul","fai","non","nul","non","fai","moy","nul","fai","nul","fai","nul"
"ouvri","d812","non","ai45","hom","non","non","non","p2","nul","nul","non","nul","non","for","nul","nul","nul","fai","moy","nul"
"emplo","d24","non","ai25","hom","non","oui","non","p2","fai","nul","non","nul","non","fai","nul","nul","nul","nul","moy","nul"
"cadsu","d812","non","ai55","hom","non","oui","non","n2","nul","nul","non","for","non","fai","nul","nul","nul","nul","fai","nul"
"emplo","dp12","non","ai75","hom","non","non","non","n2","nul","nul","non","nul","oui","fai","moy","nul","nul","fai","fai","nul"
"ouvri","dp12","non","ai55","hom","non","oui","oui","p2","nul","nul","non","nul","non","fai","nul","nul","moy","fai","moy","nul"
"cadsu","d812","non","ai75","hom","non","non","non","p1","nul","nul","non","nul","non","fai","fai","nul","nul","nul","nul","nul"
"artis","d812","non","ai75","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"ouvri","d812","non","ai35","hom","non","non","oui","p1","nul","nul","non","nul","non","fai","nul","nul","nul","fai","fai","nul"
"cadsu","dp12","non","ai75","hom","non","non","non","p4","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"inter","dp12","non","ai75","hom","non","oui","oui","n2","nul","fai","non","for","non","fai","for","moy","nul","fai","for","moy"
"ouvri","d812","non","ai35","hom","non","non","non","p2","nul","nul","non","nul","non","fai","nul","nul","nul","nul","moy","nul"
"inter","d48","non","ai45","hom","non","non","non","p1","nul","nul","oui","nul","non","fai","fai","nul","nul","nul","nul","nul"
"ouvri","d812","non","ai35","hom","non","non","non","n1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"cadsu","dp12","non","ai45","hom","non","oui","oui","p3","nul","nul","oui","for","non","fai","for","moy","nul","fai","for","nul"
"cadsu","d24","non","ai45","hom","non","non","non","p1","nul","nul","oui","nul","non","fai","fai","nul","nul","nul","nul","nul"
"emplo","dp12","non","ai45","hom","non","non","non","p3","nul","fai","oui","fai","non","moy","nul","moy","nul","fai","for","nul"
"retra","d24","non","ai75","hom","non","non","non","n1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"cadsu","d48","oui","ai75","hom","non","non","non","p1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"emplo","dp12","non","ai75","fem","non","non","non","n2","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
"cadsu","d812","non","ai75","hom","non","non","non","n1","nul","nul","non","nul","non","fai","nul","nul","nul","nul","nul","nul"
